ticker,sector,sector_etf,signal,close,qv_score,fi_score,theme_score,f_score,fund_composite,rs_rating,trend_template,not_extended,breakout,volume_ok,exit_active,exit_reasons,entry_reasons,entry_blockers,fi_flags,pct_above_sma50,high_52w,low_52w
LRCX,Technology,XLK,COMPRA,297.1700134277344,43.798449612403104,40.0,88.88888888888889,0,64.24160206718346,97.28155339805825,True,True,True,True,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (24% sobre SMA50)', 'Fuerza relativa alta (RS 97/100)', 'Línea de fuerza relativa en máximos', 'Breakout sobre pivot con volumen 1.4× lo normal']",[],"['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres']",0.24284845831929103,297.1700134277344,72.62785339355469
EME,Industrials,XLI,EVITAR,943.75,48.837209302325576,0.0,38.88888888888889,0,46.75710594315245,91.84466019417475,True,True,True,True,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (20% sobre SMA50)', 'Fuerza relativa alta (RS 92/100)', 'Línea de fuerza relativa en máximos', 'Breakout sobre pivot con volumen 1.4× lo normal']",[],"['Beat consistente últimos 2 trimestres', 'Margen bruto en contracción']",0.20375877039205462,943.75,432.2416687011719
CMI,Industrials,XLI,EVITAR,715.760009765625,41.08527131782946,-40.0,38.88888888888889,0,36.656330749354005,93.98058252427185,True,True,True,True,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (22% sobre SMA50)', 'Fuerza relativa alta (RS 94/100)', 'Línea de fuerza relativa en máximos', 'Breakout sobre pivot con volumen 1.5× lo normal']",[],"['Miss consistente últimos 2 trimestres', 'Margen bruto en contracción']",0.21584843910549023,715.760009765625,292.501220703125
STX,Technology,XLK,OBSERVAR,786.4199829101562,99.6124031007752,60.0,88.88888888888889,0,90.06718346253231,99.02912621359224,True,False,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 99/100)', 'Línea de fuerza relativa en máximos']","['Demasiado extendida (63% sobre SMA50)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",0.6331593300913759,786.4199829101562,92.70516967773438
ADI,Technology,XLK,OBSERVAR,415.6300048828125,80.81395348837209,40.0,88.88888888888889,0,79.04780361757106,94.1747572815534,True,True,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (20% sobre SMA50)', 'Fuerza relativa alta (RS 94/100)', 'Línea de fuerza relativa en máximos']",['Breakout sin confirmación de volumen'],"['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",0.20095628096310392,415.6300048828125,192.66058349609375
AVGO,Technology,XLK,OBSERVAR,425.44000244140625,89.14728682170544,20.0,88.88888888888889,0,78.88113695090439,91.06796116504854,True,True,False,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (20% sobre SMA50)', 'Fuerza relativa alta (RS 91/100)']",['Sin breakout reciente sobre resistencia'],['Revisiones de analistas al alza'],0.19894146801248966,427.3599853515625,198.48178100585938
AAPL,Technology,XLK,OBSERVAR,287.510009765625,79.84496124031007,40.0,88.88888888888889,7,78.66020671834625,74.36893203883496,False,True,True,False,False,[],['No extendida (10% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'Fuerza relativa insuficiente (RS 74)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",0.09681804148842699,287.510009765625,194.67758178710938
NVDA,Technology,XLK,OBSERVAR,207.8300018310547,74.4186046511628,40.0,88.88888888888889,5,76.48966408268734,81.35922330097087,True,True,False,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (11% sobre SMA50)', 'Fuerza relativa alta (RS 81/100)']",['Sin breakout reciente sobre resistencia'],"['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",0.10710395749214066,216.61000061035156,113.51325988769531
MU,Technology,XLK,OBSERVAR,666.5900268554688,62.7906976744186,60.0,88.88888888888889,0,75.33850129198967,99.22330097087378,True,False,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 99/100)', 'Línea de fuerza relativa en máximos']","['Demasiado extendida (52% sobre SMA50)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",0.5222155818649192,666.5900268554688,80.31775665283203
VRSN,Technology,XLK,OBSERVAR,275.760009765625,87.79069767441861,0.0,88.88888888888889,0,74.83850129198967,57.4757281553398,False,True,False,False,False,[],['No extendida (8% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 57)', 'Sin breakout reciente sobre resistencia']",[],0.08239572292251908,303.033447265625,211.49000549316406
WDC,Technology,XLK,OBSERVAR,483.1499938964844,57.94573643410853,60.0,88.88888888888889,0,73.40051679586563,99.6116504854369,True,False,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 100/100)', 'Línea de fuerza relativa en máximos']","['Demasiado extendida (47% sobre SMA50)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",0.4724214215970214,483.1499938964844,43.91046142578125
FFIV,Technology,XLK,OBSERVAR,341.0199890136719,73.25581395348837,20.0,88.88888888888889,0,72.52454780361757,78.44660194174757,False,True,True,False,False,[],['No extendida (15% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'Fuerza relativa insuficiente (RS 78)', 'Breakout sin confirmación de volumen']",['Beat consistente últimos 2 trimestres'],0.1466017159473802,343.1700134277344,223.99000549316406
NXPI,Technology,XLK,OBSERVAR,303.54998779296875,70.93023255813954,20.0,88.88888888888889,0,71.59431524547804,89.90291262135922,False,False,True,True,False,[],"['Fuerza relativa alta (RS 90/100)', 'Línea de fuerza relativa en máximos', 'Breakout sobre pivot con volumen 1.4× lo normal']",['Medias móviles no alineadas alcistas'],['Margen bruto en expansión los últimos 4 trimestres'],0.3928062692913079,303.54998779296875,178.9978790283203
NTAP,Technology,XLK,OBSERVAR,111.73999786376953,70.15503875968993,20.0,88.88888888888889,0,71.28423772609818,59.6116504854369,False,True,False,False,False,[],['No extendida (9% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'Fuerza relativa insuficiente (RS 60)', 'Sin breakout reciente sobre resistencia']",['Margen bruto en expansión los últimos 4 trimestres'],0.086503567937157,124.56381225585938,90.5090560913086
FSLR,Technology,XLK,OBSERVAR,218.0,59.883720930232556,40.0,88.88888888888889,0,70.67571059431523,59.417475728155345,False,True,True,False,False,[],['No extendida (11% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'Fuerza relativa insuficiente (RS 59)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",0.10534887111856034,284.5899963378906,126.76000213623047
FTNT,Technology,XLK,OBSERVAR,89.94999694824219,72.67441860465115,0.0,88.88888888888889,0,68.79198966408268,36.89320388349515,False,True,True,False,False,[],['No extendida (9% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 37)', 'Breakout sin confirmación de volumen']","['Beat consistente últimos 2 trimestres', 'Margen bruto en contracción']",0.08798986783651015,107.6500015258789,74.38999938964844
TER,Technology,XLK,OBSERVAR,382.4800109863281,41.47286821705426,60.0,88.88888888888889,0,66.81136950904393,98.25242718446601,True,True,False,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (15% sobre SMA50)', 'Fuerza relativa alta (RS 98/100)']",['Sin breakout reciente sobre resistencia'],"['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",0.15241755960916095,418.0799865722656,73.79647064208984
MCHP,Technology,XLK,OBSERVAR,102.91999816894531,52.51937984496124,20.0,88.88888888888889,0,64.22997416020672,93.00970873786409,True,False,True,True,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 93/100)', 'Línea de fuerza relativa en máximos', 'Breakout sobre pivot con volumen 1.5× lo normal']",['Demasiado extendida (40% sobre SMA50)'],['Margen bruto en expansión los últimos 4 trimestres'],0.39626754881037957,102.91999816894531,45.868316650390625
ARM,Technology,XLK,OBSERVAR,237.3000030517578,51.93798449612403,20.0,88.88888888888889,0,63.997416020671835,95.92233009708738,False,False,False,True,False,[],['Fuerza relativa alta (RS 96/100)'],"['Medias móviles no alineadas alcistas', 'Sin breakout reciente sobre resistencia']",['Revisiones de analistas al alza'],0.5282514071619198,237.3000030517578,104.55000305175781
AKAM,Technology,XLK,OBSERVAR,121.98999786376953,46.12403100775194,20.0,88.88888888888889,0,61.671834625322994,90.87378640776699,False,True,True,False,False,[],"['No extendida (16% sobre SMA50)', 'Fuerza relativa alta (RS 91/100)']",['Breakout sin confirmación de volumen'],['Beat consistente últimos 2 trimestres'],0.1623231361474251,121.98999786376953,70.52999877929688
CSCO,Technology,XLK,OBSERVAR,91.63999938964844,54.06976744186046,0.0,88.88888888888889,0,61.35012919896641,82.91262135922331,True,True,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (11% sobre SMA50)', 'Fuerza relativa alta (RS 83/100)']",['Breakout sin confirmación de volumen'],[],0.11256591870154556,94.30000305175781,57.88758087158203
KLAC,Technology,XLK,OBSERVAR,1816.2900390625,53.100775193798455,0.0,88.88888888888889,0,60.9625322997416,94.5631067961165,True,True,False,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (13% sobre SMA50)', 'Fuerza relativa alta (RS 95/100)']",['Sin breakout reciente sobre resistencia'],[],0.13095630632549377,1935.0,674.307373046875
SNPS,Technology,XLK,OBSERVAR,504.4200134277344,51.162790697674424,0.0,88.88888888888889,0,60.187338501292,55.14563106796116,False,True,True,False,False,[],['No extendida (16% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 55)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Margen bruto en contracción']",0.15694732504346673,645.3499755859375,380.4700012207031
LITE,Technology,XLK,OBSERVAR,944.280029296875,32.36434108527132,40.0,88.88888888888889,0,59.66795865633075,99.80582524271846,True,True,False,True,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (21% sobre SMA50)', 'Fuerza relativa alta (RS 100/100)']",['Sin breakout reciente sobre resistencia'],"['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",0.21017231391307337,994.5599975585938,64.41999816894531
MRVL,Technology,XLK,OBSERVAR,172.14999389648438,31.589147286821706,40.0,88.88888888888889,0,59.3578811369509,97.0873786407767,True,False,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 97/100)', 'Línea de fuerza relativa en máximos']","['Demasiado extendida (49% sobre SMA50)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",0.49454080690858543,172.14999389648438,56.15818405151367
KEYS,Technology,XLK,OBSERVAR,366.67999267578125,39.34108527131783,20.0,88.88888888888889,0,58.958656330749356,96.50485436893203,True,True,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (18% sobre SMA50)', 'Fuerza relativa alta (RS 97/100)', 'Línea de fuerza relativa en máximos']",['Breakout sin confirmación de volumen'],['Revisiones de analistas al alza'],0.18252589772529862,366.67999267578125,146.5399932861328
HPE,Technology,XLK,OBSERVAR,30.3700008392334,27.51937984496124,40.0,88.88888888888889,0,57.729974160206716,90.09708737864077,True,True,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (24% sobre SMA50)', 'Fuerza relativa alta (RS 90/100)', 'Línea de fuerza relativa en máximos']",['Breakout sin confirmación de volumen'],"['Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",0.24135899797792598,30.3700008392334,16.083127975463867
CDNS,Technology,XLK,OBSERVAR,354.8999938964844,43.992248062015506,0.0,88.88888888888889,0,57.31912144702843,69.32038834951456,False,True,True,False,False,[],['No extendida (18% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'Fuerza relativa insuficiente (RS 69)', 'Breakout sin confirmación de volumen']",[],0.17697230916635423,373.3699951171875,265.6600036621094
ASML,Technology,XLK,OBSERVAR,1544.739990234375,41.66666666666667,0.0,88.88888888888889,0,56.38888888888889,93.59223300970874,False,True,True,False,False,[],"['No extendida (11% sobre SMA50)', 'Fuerza relativa alta (RS 94/100)']",['Breakout sin confirmación de volumen'],[],0.10546737462996966,1544.739990234375,674.7026977539062
CIEN,Technology,XLK,OBSERVAR,576.7899780273438,14.34108527131783,60.0,88.88888888888889,0,55.958656330749356,99.41747572815534,True,False,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 99/100)', 'Línea de fuerza relativa en máximos']","['Demasiado extendida (35% sobre SMA50)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",0.3450098239264755,576.7899780273438,72.16000366210938
PANW,Technology,XLK,OBSERVAR,183.67999267578125,38.95348837209303,0.0,88.88888888888889,0,55.30361757105943,41.74757281553398,False,True,False,False,False,[],['No extendida (11% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 42)', 'Sin breakout reciente sobre resistencia']",[],0.10538195269995038,221.3800048828125,141.6699981689453
MPWR,Technology,XLK,OBSERVAR,1652.3499755859375,28.68217054263566,20.0,88.88888888888889,0,54.695090439276484,95.14563106796116,True,False,False,True,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 95/100)']","['Demasiado extendida (31% sobre SMA50)', 'Sin breakout reciente sobre resistencia']",['Revisiones de analistas al alza'],0.3104409025216069,1652.3499755859375,618.291748046875
SWKS,Technology,XLK,OBSERVAR,64.97000122070312,25.581395348837212,20.0,88.88888888888889,0,53.45478036175711,42.71844660194174,False,True,True,True,False,[],"['No extendida (12% sobre SMA50)', 'Breakout sobre pivot con volumen 3.0× lo normal']","['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 43)']",['Beat consistente últimos 2 trimestres'],0.11696404972236787,81.06295776367188,52.5
XYZ,Technology,XLK,OBSERVAR,70.83000183105469,25.0,20.0,88.88888888888889,0,53.22222222222222,71.06796116504854,False,True,False,False,False,[],['No extendida (10% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'Fuerza relativa insuficiente (RS 71)', 'Sin breakout reciente sobre resistencia']",['Margen bruto en expansión los últimos 4 trimestres'],0.1020214151657034,81.11000061035156,47.290000915527344
COHR,Technology,XLK,OBSERVAR,344.6700134277344,14.922480620155037,40.0,88.88888888888889,0,52.69121447028424,98.64077669902913,True,True,False,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (21% sobre SMA50)', 'Fuerza relativa alta (RS 99/100)']",['Sin breakout reciente sobre resistencia'],"['Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",0.21457194513770989,350.4700012207031,69.62000274658203
AMAT,Technology,XLK,OBSERVAR,428.6199951171875,29.844961240310074,0.0,88.88888888888889,0,51.66020671834625,96.31067961165049,True,True,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (15% sobre SMA50)', 'Fuerza relativa alta (RS 96/100)', 'Línea de fuerza relativa en máximos']",['Breakout sin confirmación de volumen'],[],0.15367181212761963,428.6199951171875,151.67315673828125
JBL,Technology,XLK,OBSERVAR,372.3399963378906,15.11627906976744,20.0,88.88888888888889,0,49.268733850129195,94.75728155339806,True,False,True,True,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 95/100)', 'Línea de fuerza relativa en máximos', 'Breakout sobre pivot con volumen 2.1× lo normal']",['Demasiado extendida (29% sobre SMA50)'],['Revisiones de analistas al alza'],0.29075064022869923,372.3399963378906,150.0559844970703
CRWD,Technology,XLK,OBSERVAR,468.07000732421875,4.069767441860465,40.0,88.88888888888889,0,48.35012919896641,48.15533980582524,False,True,False,False,False,[],['No extendida (11% sobre SMA50)'],"['Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 48)', 'Sin breakout reciente sobre resistencia']","['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",0.11472524468261991,557.530029296875,350.25
ORCL,Technology,XLK,OBSERVAR,194.02999877929688,12.209302325581394,20.0,88.88888888888889,0,48.10594315245478,58.44660194174758,False,True,True,False,False,[],"['No extendida (23% sobre SMA50)', 'Línea de fuerza relativa en máximos']","['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 58)', 'Breakout sin confirmación de volumen']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en contracción']",0.2307633096686571,325.75933837890625,136.00498962402344
DELL,Technology,XLK,OBSERVAR,238.8000030517578,11.434108527131782,20.0,88.88888888888889,0,47.79586563307494,96.11650485436894,True,False,True,False,False,[],"['Patrón de tendencia alcista (Stage 2)', 'Fuerza relativa alta (RS 96/100)', 'Línea de fuerza relativa en máximos']","['Demasiado extendida (36% sobre SMA50)', 'Breakout sin confirmación de volumen']",['Revisiones de analistas al alza'],0.35984076572649926,238.8000030517578,92.54286193847656
DDOG,Technology,XLK,OBSERVAR,143.7100067138672,1.937984496124031,40.0,88.88888888888889,0,47.497416020671835,69.70873786407768,False,True,True,True,False,[],"['No extendida (16% sobre SMA50)', 'Breakout sobre pivot con volumen 1.7× lo normal']","['Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 70)']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres']",0.15921529429990078,199.72000122070312,102.61499786376953
SMCI,Technology,XLK,OBSERVAR,34.65999984741211,6.395348837209303,20.0,88.88888888888889,0,45.78036175710594,19.02912621359223,False,False,True,True,False,[],['Breakout sobre pivot con volumen 3.3× lo normal'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 19)']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en contracción']",0.2527197631435857,60.709999084472656,20.530000686645508
GLW,Technology,XLK,OBSERVAR,181.57000732421875,13.372093023255813,0.0,88.88888888888889,0,45.071059431524546,97.66990291262137,True,True,True,True,False,[],"['Patrón de tendencia alcista (Stage 2)', 'No extendida (21% sobre SMA50)', 'Fuerza relativa alta (RS 98/100)', 'Breakout sobre pivot con volumen 2.6× lo normal']",[],[],0.20846208631904517,181.57000732421875,44.095333099365234
HPQ,Technology,XLK,OBSERVAR,21.40999984741211,7.3643410852713185,-20.0,88.88888888888889,0,39.167958656330754,29.126213592233007,False,True,False,False,False,[],['No extendida (11% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 29)', 'Sin breakout reciente sobre resistencia']",['Margen bruto en contracción'],0.11121983405549804,28.257448196411133,17.909420013427734
MSTR,Technology,XLK,OBSERVAR,186.82000732421875,7.55813953488372,-40.0,88.88888888888889,0,35.74547803617571,23.689320388349515,False,False,True,False,False,[],[],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 24)', 'Breakout sin confirmación de volumen']","['Miss consistente últimos 2 trimestres', 'Margen bruto en contracción']",0.28453189897933834,455.8999938964844,106.98999786376953
FICO,Technology,XLK,SALIDA,1067.0,93.9922480620155,40.0,88.88888888888889,0,84.31912144702842,4.466019417475728,False,True,False,False,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],['No extendida (-6% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 4)', 'Sin breakout reciente sobre resistencia']","['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",-0.05630940308135225,2206.010009765625,922.3699951171875
CPAY,Technology,XLK,SALIDA,305.42999267578125,92.63565891472868,40.0,88.88888888888889,0,83.77648578811369,40.3883495145631,False,True,False,False,True,"['Cierre por debajo de SMA50 (305.43 < 311.17) con volumen 1.2x', 'Stop ATR roto: cierre 305.43 < trailing stop 313.40', 'Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas']",['No extendida (-2% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Fuerza relativa insuficiente (RS 40)', 'Sin breakout reciente sobre resistencia']","['Revisiones de analistas al alza', 'Margen bruto en expansión los últimos 4 trimestres']",-0.018442113315226764,356.3800048828125,255.0
ADSK,Technology,XLK,SALIDA,243.0800018310547,93.6046511627907,20.0,88.88888888888889,0,80.6640826873385,19.80582524271845,False,True,False,False,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],['No extendida (0% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 20)', 'Sin breakout reciente sobre resistencia']",['Beat consistente últimos 2 trimestres'],0.003070127352343676,326.7900085449219,218.4499969482422
EQT,Energy,XLE,SALIDA,57.36000061035156,96.70542635658916,60.0,55.55555555555556,0,80.57105943152456,52.038834951456316,False,True,False,False,True,"['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas', 'Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas']",['No extendida (-6% sobre SMA50)'],"['Fuerza relativa insuficiente (RS 52)', 'Sin breakout reciente sobre resistencia']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",-0.059563632216678736,67.73912048339844,48.76939010620117
GDDY,Technology,XLK,SALIDA,85.19999694824219,93.21705426356588,20.0,88.88888888888889,0,80.50904392764858,3.1067961165048543,False,True,False,False,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],['No extendida (1% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 3)', 'Sin breakout reciente sobre resistencia']",['Beat consistente últimos 2 trimestres'],0.005525631640387878,190.1999969482422,79.12000274658203
ZS,Technology,XLK,SALIDA,138.8300018310547,83.72093023255815,40.0,88.88888888888889,0,80.21059431524549,0.7766990291262136,False,True,False,False,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],['No extendida (-3% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 1)', 'Sin breakout reciente sobre resistencia']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres']",-0.029563931770400172,336.2699890136719,118.05000305175781
PTC,Technology,XLK,SALIDA,136.77000427246094,83.13953488372093,40.0,88.88888888888889,0,79.9780361757106,10.679611650485436,False,True,False,True,True,"['Cierre por debajo de SMA50 (136.77 < 145.98) con volumen 3.5x', 'Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas']",['No extendida (-6% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 11)', 'Sin breakout reciente sobre resistencia']","['Revisiones de analistas al alza', 'Beat consistente últimos 2 trimestres']",-0.06310621540483448,216.52999877929688,133.44000244140625
CRM,Technology,XLK,SALIDA,181.19000244140625,90.11627906976744,20.0,88.88888888888889,0,79.2687338501292,9.12621359223301,False,True,False,False,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],['No extendida (-3% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 9)', 'Sin breakout reciente sobre resistencia']",['Beat consistente últimos 2 trimestres'],-0.028202860662916034,288.9933166503906,164.9600067138672
WDAY,Technology,XLK,SALIDA,122.62999725341797,89.92248062015504,20.0,88.88888888888889,0,79.19121447028424,0.9708737864077669,False,True,False,False,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],['No extendida (-5% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 1)', 'Sin breakout reciente sobre resistencia']",['Beat consistente últimos 2 trimestres'],-0.053414225825334706,274.7099914550781,112.5
IT,Technology,XLK,SALIDA,151.0500030517578,78.68217054263566,40.0,88.88888888888889,0,78.1950904392765,4.660194174757281,False,True,False,True,True,"['Cierre por debajo de SMA50 (151.05 < 155.78) con volumen 1.7x', 'Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas']",['No extendida (-3% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 5)', 'Sin breakout reciente sobre resistencia']","['Beat consistente últimos 2 trimestres', 'Margen bruto en expansión los últimos 4 trimestres']",-0.030363311415666717,449.5199890136719,143.72000122070312
ADBE,Technology,XLK,SALIDA,250.1699981689453,94.37984496124031,0.0,88.88888888888889,0,77.47416020671835,9.320388349514563,False,True,False,False,True,['Fuerza relativa rompiendo: RS-line bajo su SMA50 durante 5 sesiones seguidas'],['No extendida (-0% sobre SMA50)'],"['Precio por debajo de SMA150 o SMA200', 'Medias móviles no alineadas alcistas', 'SMA200 sin pendiente alcista', 'Lejos del máximo de 52 semanas', 'Fuerza relativa insuficiente (RS 9)', 'Sin breakout reciente sobre resistencia']",[],-0.0013317253306329828,420.67999267578125,225.35000610351562
